-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  53.1832   Longitude -130.831 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2024,1,1,0,6.52,7.16
2024,1,1,1,6.38,7.02
2024,1,1,2,6.14,6.75
2024,1,1,3,5.73,6.29
2024,1,1,4,5.28,5.8
2024,1,1,5,5.01,5.5
2024,1,1,6,5.16,5.68
2024,1,1,7,5.9,6.51
2024,1,1,8,7.08,7.89
2024,1,1,9,8.3,9.32
2024,1,1,10,9.44,10.74
2024,1,1,11,10.61,12.19
2024,1,1,12,11.33,13.25
2024,1,1,13,11.99,14.04
2024,1,1,14,12.47,14.59
2024,1,1,15,13.01,15.17
2024,1,1,16,13.46,15.55
2024,1,1,17,13.74,15.83
2024,1,1,18,14.08,16.21
2024,1,1,19,14.17,16.28
2024,1,1,20,14.07,16.17
2024,1,1,21,13.82,15.9
2024,1,1,22,13.42,15.47
2024,1,1,23,12.95,15.03
2024,1,2,0,12.47,14.66
2024,1,2,1,11.6,13.62
2024,1,2,2,10.86,12.79
2024,1,2,3,10.49,12.32
2024,1,2,4,10.35,12.11
2024,1,2,5,9.84,11.38
2024,1,2,6,8.86,10.15
2024,1,2,7,7.5,8.5
2024,1,2,8,6.11,6.82
2024,1,2,9,4.97,5.47
2024,1,2,10,4.22,4.59
2024,1,2,11,3.89,4.18
2024,1,2,12,4.06,4.34
2024,1,2,13,4.27,4.58
2024,1,2,14,4.17,4.47
2024,1,2,15,4.28,4.59
2024,1,2,16,4.42,4.73
2024,1,2,17,4.4,4.72
2024,1,2,18,4.59,4.94
2024,1,2,19,5.04,5.48
2024,1,2,20,5.71,6.33
2024,1,2,21,6.21,6.96
2024,1,2,22,6.36,7.14
2024,1,2,23,6.49,7.25
2024,1,3,0,6.59,7.27
2024,1,3,1,6.87,7.52
2024,1,3,2,7.2,7.88
2024,1,3,3,7.49,8.22
2024,1,3,4,7.9,8.76
2024,1,3,5,8.69,9.87
2024,1,3,6,9.07,10.48
2024,1,3,7,9.46,11.09
2024,1,3,8,10.05,11.88
2024,1,3,9,10.58,12.57
2024,1,3,10,10.98,12.98
2024,1,3,11,11.25,13.26
2024,1,3,12,11.48,13.46
2024,1,3,13,11.42,13.42
2024,1,3,14,11.67,13.79
2024,1,3,15,11.99,14.14
2024,1,3,16,12.42,14.67
2024,1,3,17,12.82,15.19
2024,1,3,18,13.2,15.62
2024,1,3,19,13.48,15.76
2024,1,3,20,12.99,15.08
2024,1,3,21,11.75,13.65
2024,1,3,22,10.48,12.17
2024,1,3,23,10.27,11.89
2024,1,4,0,10.24,11.75
2024,1,4,1,9.91,11.39
2024,1,4,2,9.5,10.93
2024,1,4,3,8.91,10.19
2024,1,4,4,8.46,9.63
2024,1,4,5,8.44,9.58
2024,1,4,6,8.62,9.73
2024,1,4,7,8.67,9.81
2024,1,4,8,8.61,9.74
2024,1,4,9,8.57,9.68
2024,1,4,10,8.36,9.43
2024,1,4,11,7.93,8.94
2024,1,4,12,7.22,8.16
2024,1,4,13,6.46,7.27
2024,1,4,14,6.79,7.64
2024,1,4,15,7.64,8.57
2024,1,4,16,8.49,9.44
2024,1,4,17,8.92,9.79
2024,1,4,18,8.22,9.01
2024,1,4,19,6.87,7.44
2024,1,4,20,6.03,6.53
2024,1,4,21,7.2,7.99
2024,1,4,22,8.6,9.71
2024,1,4,23,9.03,10.23
2024,1,5,0,9.57,10.9
2024,1,5,1,10.48,11.9
2024,1,5,2,12.27,13.77
2024,1,5,3,12.63,14.22
2024,1,5,4,11.61,13.4
2024,1,5,5,11.56,13.59
2024,1,5,6,12.11,14.16
2024,1,5,7,13.04,15.15
2024,1,5,8,13.8,16.03
2024,1,5,9,14.1,16.44
2024,1,5,10,14.16,16.49
2024,1,5,11,14.01,16.27
2024,1,5,12,13.74,15.92
2024,1,5,13,13.5,15.59
2024,1,5,14,13.14,15.07
2024,1,5,15,12.77,14.55
2024,1,5,16,12.29,13.9
2024,1,5,17,11.5,12.88
2024,1,5,18,9.94,10.99
2024,1,5,19,7.96,8.74
2024,1,5,20,7.08,7.83
2024,1,5,21,7.73,8.63
2024,1,5,22,8.87,9.96
2024,1,5,23,10.1,11.39
2024,1,6,0,11.31,12.78
2024,1,6,1,12.08,13.67
2024,1,6,2,12.54,14.2
2024,1,6,3,12.69,14.37
2024,1,6,4,12.64,14.31
2024,1,6,5,12.35,13.97
2024,1,6,6,11.86,13.41
2024,1,6,7,11.27,12.74
2024,1,6,8,10.65,11.99
2024,1,6,9,10.23,11.45
2024,1,6,10,10.01,11.17
2024,1,6,11,9.9,11.03
2024,1,6,12,9.92,11.05
2024,1,6,13,10.01,11.19
2024,1,6,14,9.97,11.15
2024,1,6,15,9.7,10.83
2024,1,6,16,9.42,10.5
2024,1,6,17,9.08,10.09
2024,1,6,18,8.6,9.51
2024,1,6,19,8.05,8.85
2024,1,6,20,7.63,8.33
2024,1,6,21,7.32,7.95
2024,1,6,22,6.93,7.5
2024,1,6,23,6.65,7.19
2024,1,7,0,6.47,7.0
2024,1,7,1,6.22,6.7
2024,1,7,2,5.81,6.24
2024,1,7,3,5.37,5.75
2024,1,7,4,4.92,5.22
2024,1,7,5,4.33,4.54
2024,1,7,6,3.56,3.67
2024,1,7,7,2.92,2.94
2024,1,7,8,2.44,2.44
2024,1,7,9,2.98,3.06
2024,1,7,10,4.39,4.61
2024,1,7,11,4.41,4.67
2024,1,7,12,4.41,4.71
2024,1,7,13,5.56,5.93
2024,1,7,14,7.25,7.79
2024,1,7,15,8.83,9.6
2024,1,7,16,9.7,10.69
2024,1,7,17,10.7,11.82
2024,1,7,18,11.45,12.73
2024,1,7,19,11.87,13.25
2024,1,7,20,12.09,13.48
2024,1,7,21,12.74,14.25
2024,1,7,22,13.3,14.92
2024,1,7,23,13.74,15.44
2024,1,8,0,13.9,15.65
2024,1,8,1,13.94,15.7
2024,1,8,2,13.93,15.71
2024,1,8,3,14.01,15.78
2024,1,8,4,13.87,15.62
2024,1,8,5,13.6,15.28
2024,1,8,6,13.34,14.94
2024,1,8,7,13.24,14.83
2024,1,8,8,13.29,14.88
2024,1,8,9,13.29,14.87
2024,1,8,10,13.28,14.9
2024,1,8,11,13.36,15.09
2024,1,8,12,13.41,15.21
2024,1,8,13,12.72,14.4
2024,1,8,14,11.78,13.33
2024,1,8,15,10.87,12.14
2024,1,8,16,10.41,11.52
2024,1,8,17,9.68,10.61
2024,1,8,18,8.27,9.02
2024,1,8,19,7.15,7.77
2024,1,8,20,7.19,7.78
2024,1,8,21,8.41,9.11
2024,1,8,22,10.04,10.96
2024,1,8,23,11.41,12.6
2024,1,9,0,12.38,13.84
2024,1,9,1,12.91,14.51
2024,1,9,2,13.11,14.76
2024,1,9,3,13.0,14.65
2024,1,9,4,12.62,14.25
2024,1,9,5,12.26,13.88
2024,1,9,6,12.1,13.75
2024,1,9,7,11.87,13.48
2024,1,9,8,11.39,12.91
2024,1,9,9,10.88,12.3
2024,1,9,10,10.46,11.78
2024,1,9,11,10.09,11.32
2024,1,9,12,9.73,10.9
2024,1,9,13,9.45,10.55
2024,1,9,14,9.2,10.26
2024,1,9,15,9.0,10.01
2024,1,9,16,8.76,9.7
2024,1,9,17,8.55,9.45
2024,1,9,18,8.56,9.46
2024,1,9,19,8.75,9.66
2024,1,9,20,8.92,9.83
2024,1,9,21,8.82,9.73
2024,1,9,22,8.65,9.52
2024,1,9,23,8.58,9.43
2024,1,10,0,8.47,9.29
2024,1,10,1,8.34,9.14
2024,1,10,2,8.3,9.1
2024,1,10,3,8.43,9.24
2024,1,10,4,8.91,9.8
2024,1,10,5,9.53,10.55
2024,1,10,6,10.14,11.28
2024,1,10,7,10.72,11.97
2024,1,10,8,11.16,12.46
2024,1,10,9,11.47,12.83
2024,1,10,10,11.47,12.78
2024,1,10,11,11.51,12.78
2024,1,10,12,11.49,12.73
2024,1,10,13,11.32,12.55
2024,1,10,14,11.18,12.41
2024,1,10,15,11.16,12.43
2024,1,10,16,11.0,12.24
2024,1,10,17,10.6,11.77
2024,1,10,18,10.08,11.13
2024,1,10,19,9.7,10.62
2024,1,10,20,9.59,10.42
2024,1,10,21,9.6,10.35
2024,1,10,22,9.58,10.26
2024,1,10,23,9.75,10.35
2024,1,11,0,9.79,10.35
2024,1,11,1,9.57,10.08
2024,1,11,2,9.4,9.87
2024,1,11,3,9.38,9.86
2024,1,11,4,9.38,9.82
2024,1,11,5,9.32,9.72
2024,1,11,6,9.53,9.87
2024,1,11,7,9.79,10.11
2024,1,11,8,9.93,10.24
2024,1,11,9,9.94,10.22
2024,1,11,10,9.86,10.14
2024,1,11,11,9.84,10.12
2024,1,11,12,9.87,10.18
2024,1,11,13,10.13,10.49
2024,1,11,14,10.53,10.94
2024,1,11,15,10.82,11.3
2024,1,11,16,11.04,11.57
2024,1,11,17,11.11,11.69
2024,1,11,18,11.12,11.73
2024,1,11,19,11.18,11.84
2024,1,11,20,11.24,11.93
2024,1,11,21,11.27,11.96
2024,1,11,22,11.23,11.92
2024,1,11,23,11.11,11.77
2024,1,12,0,11.01,11.67
2024,1,12,1,10.8,11.44
2024,1,12,2,10.44,11.04
2024,1,12,3,10.04,10.61
2024,1,12,4,9.82,10.37
2024,1,12,5,9.77,10.29
2024,1,12,6,9.7,10.2
2024,1,12,7,9.61,10.08
2024,1,12,8,9.49,9.93
2024,1,12,9,9.18,9.52
2024,1,12,10,8.61,8.88
2024,1,12,11,7.81,8.0
2024,1,12,12,7.18,7.3
2024,1,12,13,7.05,7.15
2024,1,12,14,7.08,7.2
2024,1,12,15,6.72,6.83
2024,1,12,16,6.26,6.33
2024,1,12,17,5.92,5.94
2024,1,12,18,5.69,5.67
2024,1,12,19,5.59,5.57
2024,1,12,20,5.75,5.74
2024,1,12,21,5.99,5.97
2024,1,12,22,6.05,6.0
2024,1,12,23,6.1,6.01
2024,1,13,0,6.43,6.3
2024,1,13,1,6.85,6.69
2024,1,13,2,7.15,7.0
2024,1,13,3,7.2,7.07
2024,1,13,4,7.14,7.02
2024,1,13,5,6.92,6.81
2024,1,13,6,6.34,6.22
2024,1,13,7,5.63,5.5
2024,1,13,8,5.11,5.01
2024,1,13,9,4.75,4.68
2024,1,13,10,4.66,4.65
2024,1,13,11,4.97,5.05
2024,1,13,12,5.71,5.89
2024,1,13,13,6.69,6.99
2024,1,13,14,7.37,7.78
2024,1,13,15,7.66,8.13
2024,1,13,16,7.45,7.9
2024,1,13,17,7.11,7.52
2024,1,13,18,6.69,7.05
2024,1,13,19,6.48,6.8
2024,1,13,20,6.62,6.95
2024,1,13,21,6.33,6.57
2024,1,13,22,5.87,6.05
2024,1,13,23,5.7,5.85
2024,1,14,0,5.51,5.63
2024,1,14,1,5.34,5.4
2024,1,14,2,5.08,5.06
2024,1,14,3,4.63,4.56
2024,1,14,4,4.27,4.12
2024,1,14,5,4.66,4.5
2024,1,14,6,4.12,3.94
2024,1,14,7,3.9,3.7
2024,1,14,8,3.66,3.46
2024,1,14,9,3.43,3.24
2024,1,14,10,3.08,2.89
2024,1,14,11,2.55,2.35
2024,1,14,12,2.6,2.42
2024,1,14,13,2.89,2.74
2024,1,14,14,2.93,2.8
2024,1,14,15,3.1,2.98
2024,1,14,16,2.95,2.82
2024,1,14,17,2.84,2.72
2024,1,14,18,2.88,2.79
2024,1,14,19,3.02,2.95
2024,1,14,20,3.24,3.18
2024,1,14,21,3.22,3.17
2024,1,14,22,3.03,2.97
2024,1,14,23,3.01,2.94
2024,1,15,0,3.2,3.13
2024,1,15,1,3.24,3.16
2024,1,15,2,3.58,3.53
2024,1,15,3,3.93,3.91
2024,1,15,4,3.95,3.96
2024,1,15,5,4.09,4.13
2024,1,15,6,4.24,4.3
2024,1,15,7,4.47,4.54
2024,1,15,8,4.75,4.86
2024,1,15,9,4.76,4.89
2024,1,15,10,4.31,4.44
2024,1,15,11,3.81,3.91
2024,1,15,12,3.87,3.98
2024,1,15,13,4.28,4.42
2024,1,15,14,4.71,4.88
2024,1,15,15,4.89,5.06
2024,1,15,16,5.02,5.21
2024,1,15,17,5.3,5.53
2024,1,15,18,5.34,5.56
2024,1,15,19,5.2,5.41
2024,1,15,20,5.18,5.42
2024,1,15,21,5.27,5.53
2024,1,15,22,5.29,5.59
2024,1,15,23,5.28,5.59
2024,1,16,0,5.28,5.59
2024,1,16,1,5.05,5.32
2024,1,16,2,4.67,4.88
2024,1,16,3,4.32,4.48
2024,1,16,4,4.13,4.24
2024,1,16,5,4.19,4.27
2024,1,16,6,4.38,4.48
2024,1,16,7,4.61,4.74
2024,1,16,8,4.72,4.86
2024,1,16,9,4.64,4.77
2024,1,16,10,4.31,4.46
2024,1,16,11,3.95,4.1
2024,1,16,12,4.36,4.59
2024,1,16,13,5.63,6.04
2024,1,16,14,6.88,7.52
2024,1,16,15,8.03,8.85
2024,1,16,16,9.0,9.92
2024,1,16,17,9.64,10.56
2024,1,16,18,9.57,10.47
2024,1,16,19,9.33,10.21
2024,1,16,20,9.13,10.04
2024,1,16,21,8.98,9.87
2024,1,16,22,8.96,9.83
2024,1,16,23,9.16,10.02
2024,1,17,0,9.46,10.37
2024,1,17,1,9.62,10.56
2024,1,17,2,9.38,10.29
2024,1,17,3,8.98,9.83
2024,1,17,4,8.63,9.43
2024,1,17,5,8.29,9.06
2024,1,17,6,8.0,8.75
2024,1,17,7,7.74,8.48
2024,1,17,8,7.45,8.15
2024,1,17,9,7.17,7.81
2024,1,17,10,6.89,7.41
2024,1,17,11,6.25,6.61
2024,1,17,12,5.81,6.08
2024,1,17,13,5.71,5.94
2024,1,17,14,5.86,6.12
2024,1,17,15,6.79,7.13
2024,1,17,16,7.99,8.46
2024,1,17,17,8.89,9.51
2024,1,17,18,9.48,10.19
2024,1,17,19,10.06,10.85
2024,1,17,20,10.71,11.61
2024,1,17,21,11.16,12.14
2024,1,17,22,11.32,12.33
2024,1,17,23,11.15,12.13
2024,1,18,0,11.13,12.06
2024,1,18,1,11.24,12.18
2024,1,18,2,11.42,12.4
2024,1,18,3,11.83,12.87
2024,1,18,4,12.31,13.43
2024,1,18,5,12.68,13.85
2024,1,18,6,13.25,14.51
2024,1,18,7,13.81,15.18
2024,1,18,8,13.85,15.31
2024,1,18,9,13.52,14.97
2024,1,18,10,13.44,14.88
2024,1,18,11,13.46,14.87
2024,1,18,12,13.36,14.75
2024,1,18,13,12.97,14.35
2024,1,18,14,12.62,13.99
2024,1,18,15,12.59,13.98
2024,1,18,16,12.69,14.09
2024,1,18,17,12.59,13.97
2024,1,18,18,12.52,13.87
2024,1,18,19,12.51,13.88
2024,1,18,20,12.26,13.58
2024,1,18,21,11.93,13.19
2024,1,18,22,11.42,12.61
2024,1,18,23,11.02,12.16
2024,1,19,0,10.57,11.62
2024,1,19,1,10.43,11.49
2024,1,19,2,10.53,11.67
2024,1,19,3,10.63,11.76
2024,1,19,4,10.61,11.71
2024,1,19,5,10.49,11.53
2024,1,19,6,10.21,11.2
2024,1,19,7,9.93,10.91
2024,1,19,8,9.72,10.66
2024,1,19,9,9.42,10.32
2024,1,19,10,9.04,9.93
2024,1,19,11,8.77,9.62
2024,1,19,12,8.54,9.37
2024,1,19,13,8.28,9.08
2024,1,19,14,8.16,8.93
2024,1,19,15,8.07,8.84
2024,1,19,16,8.0,8.76
2024,1,19,17,7.85,8.6
2024,1,19,18,7.71,8.45
2024,1,19,19,7.56,8.29
2024,1,19,20,7.49,8.22
2024,1,19,21,7.44,8.14
2024,1,19,22,7.48,8.19
2024,1,19,23,7.75,8.5
2024,1,20,0,8.04,8.88
2024,1,20,1,8.22,9.05
2024,1,20,2,8.34,9.2
2024,1,20,3,8.36,9.24
2024,1,20,4,8.17,9.04
2024,1,20,5,7.87,8.76
2024,1,20,6,7.62,8.56
2024,1,20,7,7.63,8.69
2024,1,20,8,7.87,9.03
2024,1,20,9,8.05,9.33
2024,1,20,10,8.17,9.48
2024,1,20,11,8.26,9.52
2024,1,20,12,7.94,9.1
2024,1,20,13,7.46,8.52
2024,1,20,14,7.05,8.03
2024,1,20,15,6.74,7.64
2024,1,20,16,6.5,7.33
2024,1,20,17,6.37,7.16
2024,1,20,18,6.58,7.36
2024,1,20,19,6.7,7.44
2024,1,20,20,6.75,7.51
2024,1,20,21,6.71,7.47
2024,1,20,22,6.49,7.22
2024,1,20,23,6.24,6.95
2024,1,21,0,5.91,6.58
2024,1,21,1,5.55,6.2
2024,1,21,2,5.28,5.91
2024,1,21,3,5.13,5.72
2024,1,21,4,5.18,5.77
2024,1,21,5,5.17,5.74
2024,1,21,6,5.1,5.65
2024,1,21,7,5.08,5.66
2024,1,21,8,5.15,5.77
2024,1,21,9,5.22,5.89
2024,1,21,10,5.28,5.97
2024,1,21,11,5.24,5.94
2024,1,21,12,5.26,5.96
2024,1,21,13,5.35,6.07
2024,1,21,14,5.45,6.26
2024,1,21,15,5.62,6.46
2024,1,21,16,5.75,6.6
2024,1,21,17,5.82,6.67
2024,1,21,18,5.88,6.73
2024,1,21,19,5.93,6.77
2024,1,21,20,6.01,6.82
2024,1,21,21,6.1,6.91
2024,1,21,22,6.25,7.07
2024,1,21,23,6.34,7.11
2024,1,22,0,6.38,7.06
2024,1,22,1,6.49,7.11
2024,1,22,2,6.74,7.38
2024,1,22,3,7.07,7.77
2024,1,22,4,7.17,7.9
2024,1,22,5,7.06,7.8
2024,1,22,6,7.22,7.99
2024,1,22,7,7.37,8.14
2024,1,22,8,7.37,8.17
2024,1,22,9,7.25,8.1
2024,1,22,10,7.14,8.04
2024,1,22,11,6.86,7.8
2024,1,22,12,6.43,7.33
2024,1,22,13,6.05,6.9
2024,1,22,14,5.9,6.74
2024,1,22,15,5.74,6.76
2024,1,22,16,5.48,6.63
2024,1,22,17,5.23,6.62
2024,1,22,18,4.99,6.62
2024,1,22,19,5.12,6.83
2024,1,22,20,5.56,7.26
2024,1,22,21,6.16,7.74
2024,1,22,22,6.41,7.88
2024,1,22,23,6.83,8.38
2024,1,23,0,7.23,8.8
2024,1,23,1,7.03,8.58
2024,1,23,2,6.59,8.05
2024,1,23,3,6.49,7.97
2024,1,23,4,6.61,8.06
2024,1,23,5,6.85,8.25
2024,1,23,6,6.98,8.25
2024,1,23,7,6.97,8.15
2024,1,23,8,6.93,8.03
2024,1,23,9,6.93,7.94
2024,1,23,10,7.02,8.01
2024,1,23,11,7.27,8.32
2024,1,23,12,7.37,8.4
2024,1,23,13,7.31,8.33
2024,1,23,14,7.54,8.64
2024,1,23,15,7.87,9.1
2024,1,23,16,8.26,9.64
2024,1,23,17,8.74,10.29
2024,1,23,18,9.39,11.17
2024,1,23,19,10.05,11.99
2024,1,23,20,10.58,12.6
2024,1,23,21,11.05,13.22
2024,1,23,22,11.32,13.52
2024,1,23,23,11.34,13.41
2024,1,24,0,11.0,12.89
2024,1,24,1,10.5,12.29
2024,1,24,2,9.87,11.5
2024,1,24,3,9.22,10.63
2024,1,24,4,8.85,10.02
2024,1,24,5,8.88,10.02
2024,1,24,6,9.85,11.19
2024,1,24,7,10.96,12.5
2024,1,24,8,11.74,13.45
2024,1,24,9,11.52,13.21
2024,1,24,10,10.93,12.71
2024,1,24,11,10.43,12.38
2024,1,24,12,9.85,11.84
2024,1,24,13,9.29,11.08
2024,1,24,14,8.82,10.39
2024,1,24,15,8.53,9.87
2024,1,24,16,8.26,9.41
2024,1,24,17,8.01,9.01
2024,1,24,18,7.93,8.86
2024,1,24,19,8.05,8.99
2024,1,24,20,8.14,9.15
2024,1,24,21,8.14,9.26
2024,1,24,22,8.09,9.26
2024,1,24,23,7.94,9.29
2024,1,25,0,7.74,9.19
2024,1,25,1,7.32,8.89
2024,1,25,2,7.33,8.99
2024,1,25,3,7.31,8.98
2024,1,25,4,7.34,8.93
2024,1,25,5,7.32,8.76
2024,1,25,6,7.22,8.58
2024,1,25,7,7.04,8.32
2024,1,25,8,6.87,8.18
2024,1,25,9,6.59,7.91
2024,1,25,10,6.1,7.47
2024,1,25,11,5.62,7.01
2024,1,25,12,5.39,6.79
2024,1,25,13,5.12,6.51
2024,1,25,14,4.78,6.2
2024,1,25,15,4.53,5.92
2024,1,25,16,4.41,5.77
2024,1,25,17,4.59,5.96
2024,1,25,18,5.18,6.62
2024,1,25,19,5.92,7.45
2024,1,25,20,6.39,8.01
2024,1,25,21,7.7,9.55
2024,1,25,22,9.31,11.37
2024,1,25,23,10.6,12.76
2024,1,26,0,11.55,13.75
2024,1,26,1,11.95,14.2
2024,1,26,2,12.48,14.79
2024,1,26,3,13.05,15.34
2024,1,26,4,13.32,15.65
2024,1,26,5,13.75,16.21
2024,1,26,6,14.14,16.71
2024,1,26,7,14.34,17.03
2024,1,26,8,14.25,16.94
2024,1,26,9,14.0,16.43
2024,1,26,10,14.06,16.41
2024,1,26,11,13.88,16.54
2024,1,26,12,13.38,16.06
2024,1,26,13,12.39,14.86
2024,1,26,14,12.18,14.78
2024,1,26,15,12.13,14.65
2024,1,26,16,11.99,14.43
2024,1,26,17,12.33,14.73
2024,1,26,18,12.38,14.91
2024,1,26,19,11.81,14.23
2024,1,26,20,11.36,13.71
2024,1,26,21,10.85,13.0
2024,1,26,22,9.98,12.09
2024,1,26,23,9.39,11.38
2024,1,27,0,8.65,10.52
2024,1,27,1,8.23,10.02
2024,1,27,2,8.13,9.82
2024,1,27,3,8.0,9.65
2024,1,27,4,7.83,9.32
2024,1,27,5,7.68,9.11
2024,1,27,6,7.81,9.21
2024,1,27,7,7.85,9.51
2024,1,27,8,8.02,9.84
2024,1,27,9,7.87,9.59
2024,1,27,10,7.66,9.06
2024,1,27,11,7.68,8.87
2024,1,27,12,7.86,9.01
2024,1,27,13,8.12,9.46
2024,1,27,14,7.13,8.46
2024,1,27,15,6.03,7.61
2024,1,27,16,6.07,8.06
2024,1,27,17,6.29,8.36
2024,1,27,18,6.53,8.44
2024,1,27,19,7.03,8.72
2024,1,27,20,7.2,8.58
2024,1,27,21,7.08,8.3
2024,1,27,22,7.3,8.46
2024,1,27,23,7.6,8.79
2024,1,28,0,8.02,9.3
2024,1,28,1,8.46,9.84
2024,1,28,2,8.73,10.22
2024,1,28,3,8.9,10.44
2024,1,28,4,8.91,10.42
2024,1,28,5,9.2,10.75
2024,1,28,6,9.77,11.69
2024,1,28,7,10.32,12.41
2024,1,28,8,11.29,13.84
2024,1,28,9,12.36,15.22
2024,1,28,10,13.06,16.11
2024,1,28,11,14.49,17.56
2024,1,28,12,15.43,18.61
2024,1,28,13,15.33,18.25
2024,1,28,14,15.99,19.0
2024,1,28,15,16.75,19.87
2024,1,28,16,17.25,20.51
2024,1,28,17,19.14,23.15
2024,1,28,18,20.66,25.13
2024,1,28,19,19.74,24.0
2024,1,28,20,19.42,23.64
2024,1,28,21,19.28,23.48
2024,1,28,22,18.55,22.63
2024,1,28,23,18.84,23.1
2024,1,29,0,19.52,23.76
2024,1,29,1,20.28,24.6
2024,1,29,2,20.99,25.38
2024,1,29,3,20.57,24.85
2024,1,29,4,18.68,22.69
2024,1,29,5,17.04,20.81
2024,1,29,6,15.51,18.97
2024,1,29,7,13.74,16.86
2024,1,29,8,11.8,14.57
2024,1,29,9,10.76,13.31
2024,1,29,10,10.36,12.72
2024,1,29,11,10.69,12.87
2024,1,29,12,11.1,13.56
2024,1,29,13,11.48,13.89
2024,1,29,14,11.21,13.48
2024,1,29,15,11.46,13.61
2024,1,29,16,11.38,13.24
2024,1,29,17,10.6,12.13
2024,1,29,18,9.85,11.15
2024,1,29,19,9.73,11.04
2024,1,29,20,9.55,10.98
2024,1,29,21,9.13,10.83
2024,1,29,22,9.49,11.51
2024,1,29,23,9.83,12.02
2024,1,30,0,9.9,12.08
2024,1,30,1,9.54,11.65
2024,1,30,2,9.27,11.27
2024,1,30,3,9.93,12.0
2024,1,30,4,10.83,12.93
2024,1,30,5,11.01,13.04
2024,1,30,6,10.56,12.51
2024,1,30,7,10.04,11.8
2024,1,30,8,9.48,11.11
2024,1,30,9,9.13,10.71
2024,1,30,10,9.13,10.82
2024,1,30,11,9.15,10.95
2024,1,30,12,8.14,9.8
2024,1,30,13,6.3,7.71
2024,1,30,14,5.59,6.78
2024,1,30,15,6.74,7.85
2024,1,30,16,8.8,10.0
2024,1,30,17,9.27,10.48
2024,1,30,18,9.55,10.86
2024,1,30,19,9.51,10.91
2024,1,30,20,8.96,10.32
2024,1,30,21,9.18,10.55
2024,1,30,22,9.77,11.32
2024,1,30,23,10.09,11.64
2024,1,31,0,10.97,12.73
2024,1,31,1,12.44,14.64
2024,1,31,2,13.37,16.22
2024,1,31,3,13.2,16.33
2024,1,31,4,12.87,16.06
2024,1,31,5,13.6,16.92
2024,1,31,6,15.22,18.65
2024,1,31,7,14.85,18.13
2024,1,31,8,13.9,16.88
2024,1,31,9,14.05,16.88
2024,1,31,10,13.49,16.67
2024,1,31,11,12.27,15.3
2024,1,31,12,11.21,14.05
2024,1,31,13,10.36,13.13
2024,1,31,14,10.2,12.96
2024,1,31,15,10.32,13.1
2024,1,31,16,9.67,12.17
2024,1,31,17,9.09,11.57
2024,1,31,18,8.78,11.22
2024,1,31,19,8.99,11.49
2024,1,31,20,9.31,11.87
2024,1,31,21,9.43,11.89
2024,1,31,22,9.52,11.93
2024,1,31,23,9.48,11.9
2024,2,1,0,9.64,12.07
2024,2,1,1,9.69,12.02
2024,2,1,2,9.45,11.77
2024,2,1,3,9.22,11.47
2024,2,1,4,9.29,11.6
2024,2,1,5,9.7,12.11
2024,2,1,6,9.25,11.56
2024,2,1,7,8.99,11.21
2024,2,1,8,8.94,11.06
2024,2,1,9,8.82,10.85
2024,2,1,10,8.88,11.05
2024,2,1,11,8.51,10.72
2024,2,1,12,8.22,10.39
2024,2,1,13,8.05,10.18
2024,2,1,14,8.22,10.37
2024,2,1,15,8.74,10.98
2024,2,1,16,9.0,11.2
2024,2,1,17,9.05,11.22
2024,2,1,18,9.07,11.23
2024,2,1,19,8.92,11.01
2024,2,1,20,9.02,11.33
2024,2,1,21,8.63,10.91
2024,2,1,22,6.94,9.07
2024,2,1,23,4.1,5.72
2024,2,2,0,3.49,3.66
2024,2,2,1,7.95,8.53
2024,2,2,2,11.3,12.35
2024,2,2,3,12.77,14.09
2024,2,2,4,13.36,14.79
2024,2,2,5,13.21,14.69
2024,2,2,6,12.76,14.29
2024,2,2,7,12.48,13.93
2024,2,2,8,12.28,13.68
2024,2,2,9,12.07,13.44
2024,2,2,10,11.77,13.0
2024,2,2,11,11.19,12.28
2024,2,2,12,10.56,11.58
2024,2,2,13,10.2,11.21
2024,2,2,14,9.85,10.83
2024,2,2,15,9.38,10.32
2024,2,2,16,8.95,9.84
2024,2,2,17,8.79,9.67
2024,2,2,18,8.77,9.66
2024,2,2,19,8.77,9.66
2024,2,2,20,8.63,9.5
2024,2,2,21,8.3,9.14
2024,2,2,22,7.81,8.57
2024,2,2,23,7.3,7.96
2024,2,3,0,6.75,7.35
2024,2,3,1,6.26,6.81
2024,2,3,2,5.9,6.4
2024,2,3,3,5.63,6.08
2024,2,3,4,5.41,5.82
2024,2,3,5,5.24,5.64
2024,2,3,6,5.08,5.45
2024,2,3,7,4.93,5.28
2024,2,3,8,4.81,5.14
2024,2,3,9,4.72,5.05
2024,2,3,10,4.68,5.0
2024,2,3,11,4.74,5.04
2024,2,3,12,4.97,5.28
2024,2,3,13,5.38,5.73
2024,2,3,14,5.83,6.24
